Datum dobave,SIPXbase,SIPXeuro-peak,SIPX1,SIPX2,SIPX3,SIPX4,SIPX5,SIPX6,SIPX7,SIPX8,SIPX9,SIPX10,SIPX11,SIPX12,SIPX13,SIPX14,SIPX15,SIPX16,SIPX17,SIPX18,SIPX19,SIPX20,SIPX21,SIPX22,SIPX23,SIPX24,SIPX25
07/08/23,81.93,63.08,100.27,91.88,89.97,85.3,85.1,83.77,83.39,82.72,82.4,76.04,60.9,46.32,36.49,22.79,19.98,40,60.9,83.4,107.3,120.43,128.76,132.84,129.48,115.92,
07/07/23,100.77,88.4,114,103.23,97.6,94.28,93,98.51,119.25,119.96,108.68,91.79,84,79.12,74.9,66.57,64.98,66.18,80.29,90,115.3,138.95,162.46,136.5,117.27,101.56,
07/06/23,106.93,100.3,91.62,84,82.4,83.05,85.01,94.37,113.75,127.95,124.85,110.97,95.31,87.07,84.56,82.27,80.59,84.05,88.1,99.83,118.63,147.42,173.33,173.1,135.17,118.98,
07/05/23,103.85,99.66,121.19,105.85,94.03,80.71,79.91,83.75,95.97,117.92,98.35,82.4,73.44,83.42,92.28,94,110.5,100.1,113.76,104.89,116.44,126.35,136.15,132.28,130.1,118.53,
07/04/23,116.86,113.99,114.55,102.16,96.47,92.27,92.25,93.24,114.85,119.97,113.29,102.4,116.39,131.95,125,125.86,104.04,97.88,89.95,93.68,118.8,148.65,171.21,171.27,144.41,124.09,
07/03/23,94.64,110.51,66,43.5,24.09,10.26,15.8,54,86,110.89,104.91,94.65,99.5,108.76,108.82,105,110.24,115.18,118.46,115.69,117.51,127.45,144.23,139.54,130.33,120.56,
07/02/23,-6.86,-45,16.45,3.17,0.01,0,-0.02,-0.05,-0.02,-0.23,-1.37,-4.84,-5.95,-11.12,-18.3,-56.45,-500,-83.81,-19.53,32.16,48.31,80.93,86.07,89.04,94.9,86.08,
07/01/23,70.93,38.27,113.41,111.23,110.76,109.75,107.42,95.71,93.68,98.95,81.97,62.62,43.8,24.61,16.83,4.43,0.07,0.82,10.44,45.52,67.68,100.4,106.15,104.94,101.24,89.86,
06/30/23,111.84,108.63,115.79,103.47,98.47,97.55,96.38,104.2,121.62,134.45,131.39,121.91,108.87,102.15,100.17,91.61,88.46,90.02,100.87,112.19,126.24,129.68,139.71,137.41,122,109.47,
06/29/23,117.39,112.57,119.46,110.06,101.72,97.97,99.36,104.03,121.21,130.18,130.31,116.39,105.95,98.6,99.7,97.99,98.6,100,101.12,112.03,130.98,159.2,164.35,153.58,144.57,119.99,
06/28/23,111.21,109.89,96.93,90.12,86.23,85.87,87.01,93.51,113.06,124.88,125.94,113.19,101.89,99.3,101.18,97.42,95.59,95.39,97.6,107.08,130.14,153.98,160.66,153.29,137.75,121.1,
06/27/23,105.12,98.36,113.61,98.83,91.84,92.83,89.27,91.73,115.29,130,126.53,102.24,90.05,89.39,81.36,82.14,84.01,92.51,89.05,96.4,114.77,131.92,141,137,125.06,116.16,
06/26/23,108.09,101.7,114.03,105.1,91.63,81.3,82.33,97.52,116.65,129.49,119.18,101.52,87.9,82.94,81.72,79.48,79.72,98.83,108.88,109.52,122.66,148.08,146.99,148.07,137.5,123.06,
06/25/23,73.18,33.5,118.1,111.15,105.82,102.82,100.25,93.41,82.99,76.25,54,32.55,9.69,0.1,0,-0.09,-0.08,0.02,9.69,70.83,103.04,122.27,146.56,155.94,142.09,118.96,
06/24/23,80.51,51.07,116.53,109,102.39,100.31,94.33,91.46,90.68,92.28,90.57,81.69,57.64,25,14.99,1.9,0.31,10,28.2,80.98,97.87,123.66,135.31,139.21,129.62,118.31,
06/23/23,111.26,111.45,105.37,95.2,91.79,91.28,90.94,94.56,115.09,133.21,135.48,124,113.69,98.09,93,90.75,100.54,101.6,111.32,117.18,118.76,133.02,137.1,134.69,125.37,118.18,
06/22/23,124.19,121.07,131.37,119.34,111.85,111.07,107.02,112.6,129.19,143.49,149.29,126.68,116,107.74,106.72,106.79,106.46,105.69,108.1,124.62,137.3,157.43,159.73,147.18,134.34,120.59,
06/21/23,122.87,115.4,119.7,109.95,103.57,103.59,103.46,106.61,125.78,137.67,143.33,124.3,111.13,105.04,100.63,96.18,93.14,97.89,99.03,111.44,136.1,166.6,189.69,176.55,153.47,134,
06/20/23,119.19,117.56,116.94,106.45,103.59,97.82,97.32,102.64,120.02,133.16,141.99,130.72,109.94,105.61,97.55,100.25,100.82,102.59,103.14,117.57,140,160.59,165.08,150,138,118.72,
06/19/23,113.51,108.92,96.31,90.28,85.37,86.4,90.1,92.33,111.5,126.29,128.4,112.14,100.59,94.64,91.19,88.07,86.81,91.9,97.59,110.08,137,168.62,190.13,170.75,148.6,129.17,
06/18/23,92.6,70.96,126.78,115.37,108.36,105.83,103.09,97.09,97.99,92.06,85,78.17,65.5,56.6,48.37,30.91,26.25,50.94,78.37,95.6,107.23,128.6,137.34,136.79,133.27,116.78,
06/17/23,104.35,82.87,130.81,122.8,119.67,116.09,110.98,110,109.62,107.62,101,95.6,85,69.99,59.36,48.4,39.38,56.08,85,101.52,115.31,137.79,146.97,153.13,145.58,136.65,
06/16/23,126.38,118.5,126.16,121.14,115.22,112.27,112.75,117.26,134.65,149.83,145.59,124.16,112.2,108.99,107.35,103.26,100.75,101.65,108.38,114.38,135.35,159.89,174.76,165.52,149.97,131.71,
06/15/23,115.87,108.59,107.12,102.77,100.62,100.38,100.37,110.25,112.99,152.03,140.07,116,103.66,98.02,92.24,90,90,92.01,96.75,104.9,125.39,154.01,157.06,163.43,146.65,124.15,
06/14/23,104.67,100.33,96.28,88.68,86.98,86.25,87.79,97.27,118.9,131.9,128,103.32,87.66,83.25,84.88,78.94,83.56,93.87,98.41,104.54,116.49,141.03,149.72,137.7,118.66,108.05,
06/13/23,95.21,91.02,89.11,82.78,83.29,82.75,84.77,90.04,111.53,119.3,120.04,103.12,85.08,78.08,75.75,78.1,75.91,78.08,80.85,85.06,105.57,126.57,131.19,114.75,105,98.38,
06/12/23,97.08,93.64,94.33,85.08,85.02,81.63,83.95,92.18,101.48,119.44,124.39,106.01,90.9,80.05,74.48,73.16,71.91,77.67,84.82,97.6,109.68,133.04,140.71,116.93,107.32,98.1,
06/11/23,44.2,17.84,70.99,63.22,55.47,50.54,51.92,48.36,50.05,47.21,28.44,15.9,0.02,-0.17,-9.59,-12.08,-13.64,-6.4,-0.08,27.92,83.82,99.91,107.08,107.97,101.84,92.2,
06/10/23,59.4,35.78,89.03,84.1,84.13,80.32,77.44,79.87,79.43,85,82.12,65.4,33.43,18.48,6.04,4.91,2.9,2.88,7.52,44.5,74.97,86.16,92.87,86.6,84.9,72.59,
06/09/23,86.43,81.16,95,89.7,79.73,76,76.18,86.62,99.11,103.97,103.94,91.39,82.26,75.43,70.03,66.01,64.06,68.39,72.64,80.63,95,104.12,106.45,104.12,97.48,86,
06/08/23,83.87,76.47,93.93,89.26,82.98,78.81,79.81,84.02,90.72,93.17,91.4,83.62,74.64,68.5,64.22,63.99,64.06,67.93,71.17,76.1,90.14,101.89,110.87,104.13,96.58,91,
06/07/23,97.87,92.52,91.58,86.68,86.27,86.15,85.55,90.14,114.81,133.52,112.92,98.26,93.03,86.6,79.95,77,76.45,78.78,83.21,91.74,100.22,132.05,140.21,123.73,105.17,94.9,
06/06/23,93.11,88.67,80.26,77.97,78.08,77.91,81.01,85.69,103.95,131.97,117.55,94.9,86.21,81.34,76.83,73.51,69.65,73.23,78.56,88,99.42,124.86,141.64,121.33,100.89,89.99,
06/05/23,88.54,83.94,78.71,71.1,70.07,69.55,72.15,84.23,103.89,110,99.95,86.21,75,70.08,69.23,69.36,70.3,73.73,77.96,89.22,99.06,127.2,145.07,123.15,100.89,88.91,
06/04/23,51.22,21.51,81.12,74.9,72.51,71.36,72.33,71.48,68.59,64.77,50.81,22.15,5.11,0,-0.52,-4.07,-22.3,-3.56,0,34.5,78.21,97.79,106.06,102.4,98.65,86.98,
06/03/23,56.04,30.35,84.95,80.3,77.79,75.2,76.57,77.19,76.63,73.63,70,59.97,27.36,5,-0.01,-3.85,-3.39,-0.08,4.8,45.66,75,83.77,97.13,93.38,86.69,81.17,
06/02/23,79.09,67.86,83.59,79.4,78.72,74.81,77.13,85.5,107.6,111.83,94.55,84.37,72.09,63.15,56.06,42.61,36.82,44.9,58.27,76.62,85.9,98.93,107.43,100.35,92.56,85.06,
06/01/23,76.2,64.69,84.15,74.3,70.1,66.2,67.61,78.87,94.37,106.29,99.07,87.3,68.19,59.92,39.78,9.35,8.75,43.2,61.91,90.72,88.12,120,125,103.6,95.41,86.53,
05/31/23,85.74,77.63,85.92,79.51,74.2,75.15,79.89,86.52,106.85,117.95,103.48,86.41,66.92,50.92,48.98,60,49.42,60,93.47,94.97,97.04,120,130,107.99,94.97,87.31,
05/30/23,90.64,89.4,75.02,71.05,68.9,65.29,69.65,82.55,96.36,116.66,108.64,90.06,82.37,74.5,74.5,67.3,74.5,89.76,93.11,93.11,100,124.99,145.32,123.1,99,89.65,
05/29/23,47.91,25.42,59.23,53.9,51.82,47.37,49.02,56.36,60.26,58.71,29.92,0.49,-1.73,-14.19,-22.53,-28.6,-25.96,85.21,10.98,61.26,92.82,117.4,128,111.56,93.35,75.22,
05/28/23,40.34,0.56,87.09,84,81.92,77.87,77.86,73,67.34,58.81,37.71,0,-0.25,-10.65,-25.61,-41.24,-37.13,-27.55,-11.4,-0.06,50,72.9,109.42,96.21,78.32,69.5,
05/27/23,62.61,32.59,93.04,85.28,84.73,84.47,82.7,80.25,82.7,82.99,72.61,55.06,16.37,1.45,0,-1.78,-0.08,0.1,2.26,55.08,84.85,105.11,125.9,115,99.83,94.71,
05/26/23,71.34,51.65,88.11,76.4,74.48,73.22,75.94,83.54,99.71,104.17,99.42,80.56,54.89,32.16,20.09,9.47,10.78,31.41,31.8,61.1,83.72,104.42,115.34,109.36,99.5,92.5,
05/25/23,85.05,66.99,101.49,92.93,88.74,85.37,87.34,94.79,114.16,122.42,104,83.35,70.85,55.08,41.02,17.83,43.5,45.18,59.47,72.07,90.2,121.38,133.39,122.8,102.79,90.94,
05/24/23,99.61,95.51,83,76.09,75.13,75.83,76.3,84.44,107.57,122.18,109.66,98.96,85.92,81,80.58,81,75.21,83.5,89.7,98.74,112.67,149.16,170.24,145.62,122.33,105.81,
05/23/23,92.83,88.47,90.8,76.61,74.83,66.93,63.73,80.49,101.53,105.36,101,92.1,83.07,72.78,53.14,55.92,46.78,64,97.59,111.53,133.35,150.42,165.38,124.56,111.55,104.37,
05/22/23,96.51,91.45,88.29,80.06,78.31,77.8,81,96.47,112.95,120,113.42,104.56,90.65,78.74,70.18,66.5,68.13,72.67,81.98,95.88,119.11,135.62,148.43,124.61,110,100.84,
05/21/23,30.08,7.93,52.2,40.04,33.88,28.82,30.25,27.68,31.04,27.55,20,2.14,0,-0.36,-3.98,-21.23,-16.09,-14,-0.41,2.22,41.34,85.49,90.87,91,89.94,83.5,
05/20/23,46.95,22.27,78.74,74,68.06,64.94,64.23,64.59,62.08,62.46,59.76,40.04,4.91,1.18,1.64,0.43,-0.07,0,1.32,25.94,53.68,78.44,87.69,81.06,78.6,73.02,
05/19/23,90,81.21,93.02,83.2,80.23,77.03,82.62,97.08,104.78,109.37,106,95.38,71.23,61.37,61.34,58.1,58.11,63.88,69.07,84.28,105.05,140.66,156.45,116.17,99.78,85.78,
05/18/23,91.65,82.58,100.59,86.52,89.24,84.47,84.3,90.04,98,110.07,109.07,102.57,92.44,78.97,77.52,49.95,29.41,50.58,71.56,84.61,107.74,136.58,137.84,119.05,109.61,98.76,
05/17/23,91.53,86.2,77.92,71.27,71.19,70,72.52,79.83,108.45,124.4,140.91,112.95,79.84,71.01,77,72.71,66.2,51.37,55.42,79.09,101.53,126.33,143.98,129.79,111,102.1,
05/16/23,93.39,94.78,78.96,73.1,70.01,63.56,65.9,73.93,102.52,116.34,119.54,105.71,84,82.03,78.92,76.8,84,84,92.82,92.29,114.09,123.11,129.27,122.52,110.69,97.23,
05/15/23,114.1,111.37,112.39,101.22,100.05,100.74,99.82,114.39,135.69,160,145.96,122.95,112.97,107.85,103.64,99.31,95.01,98.12,98.59,103.45,113.9,134.71,137.03,127.83,114.44,98.38,
05/14/23,69.97,41.63,102.37,98.18,94.3,84.92,85.73,90.13,81.33,73.87,75.69,54.9,25.09,13.89,9.73,1.85,0.16,1.78,27.93,75.82,100.04,112.65,124.01,123.63,115.74,105.6,
05/13/23,79.19,55.84,104.91,100.31,94.76,96.32,98.06,99.93,94.83,92.6,94.47,89.08,74.41,36.28,26.84,17.88,5.25,6.17,27.72,74.56,106.31,111.1,119.3,114.66,109.88,104.93,
05/12/23,104.46,104.62,98.53,90.55,89.84,90,90.78,98.5,113.5,131.36,142.71,114.33,108.9,111,98.5,89.59,83.99,85.01,82.98,97.15,120,121.26,127.49,117.29,105.85,98,
05/11/23,118.06,120.75,100,96.94,96,94.98,94.73,102.3,117.57,147.4,162.96,129.64,110.24,108.73,108.91,99.08,98.65,109.64,112.83,115.63,138.19,154.47,170,149.01,113.99,101.66,
05/10/23,114.23,113.59,96,90.25,88.38,86.19,87.3,88.42,103.82,134.99,131.94,115.04,99.04,96.63,96,98.3,96.54,99.81,116.03,119.46,127,167.34,208.37,153.94,126.8,113.99,
05/09/23,99.5,98.84,95.96,87.52,84.6,84.17,85.25,92.45,111.58,121,117.88,105.08,110.16,86.72,87.35,84.83,83.64,80.69,84.44,100.06,115.73,129.49,132.68,112.03,104.67,89.93,
05/08/23,99,93.91,89.76,85.27,84.72,83.37,84.11,90.91,102.16,117.95,110.97,100.01,91.84,82.06,81.36,76.66,74.72,78,84.01,97.05,110.4,139.83,172.4,121.99,115.85,100.61,
05/07/23,71.25,50.51,97.11,88.26,83.83,83.65,83.11,84.2,83.39,82.07,76.26,67.6,44.44,22.36,20.62,15.84,8.81,18.21,57.45,76.53,95.92,102.12,110.6,106.94,103.64,96.93,
05/06/23,89.55,80.05,106.71,99.62,95.71,91.7,89.93,91.7,97.2,99.02,95.13,93.28,82.53,74.42,71.19,55.77,50,63.16,74.64,90.3,102.38,107.82,112.66,108.71,103.12,92.38,
05/05/23,97.36,94.09,91.5,81.8,78.49,79.51,78.49,87.52,101.22,113.75,111.09,99.22,92,84.19,80.55,78.05,78.9,81.08,91.16,99.44,112.8,120.54,147.79,126.31,115.56,105.65,
05/04/23,105.2,101.2,97.12,91.93,91.14,91.72,91.74,101.68,118.46,129.66,119.9,104.42,90,79.6,80,80,91.67,80.1,100.8,119.88,121.66,146.32,150.06,127.75,117.69,101.43,
05/03/23,104.67,93.75,107.65,102.63,100.97,97.8,98.45,107.54,120.72,131.16,125.1,110.1,91.16,84.16,76.69,73.7,67.6,67.02,76.33,95.51,118.12,139.48,165.19,130.58,116.46,108.06,
05/02/23,106.29,106.19,98.48,85.6,83.3,80.9,81.22,90.39,111.06,128.99,136.85,123.22,116.74,108.96,98.46,92.76,86.32,81.97,87.2,94.43,117.38,130,142.86,133.69,124.02,116.13,
05/01/23,82.03,62.18,109.9,99.9,95.49,90.1,87.36,88,87.38,86.83,72.41,44.69,53.69,45,47.39,34.21,30.1,39.68,68.62,80.93,107.44,122,126.83,121.89,117.9,111.04,
04/30/23,69.24,40.43,99.28,91.09,88.38,85.56,83.88,86.25,85.65,82,75,49.98,27.7,11.42,10.35,1.86,1.33,1.26,14,70.57,104.23,117.4,126.46,122.2,117.12,108.71,
04/29/23,100.67,91.57,115.59,108.56,106.1,105,101.24,102.75,103.24,109.4,115.64,106.61,103.57,92.85,82.23,79.78,66.2,69.05,80,85,100.1,117.86,119.69,120,115.57,110,
04/28/23,104.9,103.27,102.03,92.97,90.35,91,92.75,95.85,113.14,123.05,122.48,116.49,109.28,102.55,98.56,89.93,86.62,85,90.29,98.72,115.04,124.22,130.78,124.34,116.71,105.48,
04/27/23,108.93,103.45,107.04,97.25,95.28,94.37,95.89,103.55,122.92,140.78,131.13,107.12,91.83,89.67,88.94,86.79,87.34,90.48,94.53,101.85,124.2,147.47,153.75,137.27,123.84,101.03,
04/26/23,111.67,108.15,98.84,93.44,94.04,91.57,93.33,100.68,125.16,139.91,130.91,102.03,95.7,100.91,94.36,96.77,97.1,92.85,98.2,112.6,128.25,148.11,154.97,145.51,127.44,117.44,
04/25/23,104.55,97.82,99.64,95.2,93.68,90.62,91.18,96.71,121.6,134.1,134.93,112.16,99.74,89.11,85.08,79.09,72.45,73.67,83.87,95.85,114.01,133.82,144.16,133.68,128.11,106.78,
04/24/23,105.58,108.39,87.7,83.58,82.09,76.4,75.08,86.55,114.6,133.8,135,126.92,110.81,108.01,98.07,94.9,87,84.93,95.27,106.14,119,134.57,135.97,133.3,122.38,101.94,
04/23/23,85.63,68.03,105.73,97.81,95.43,89.9,87,89.85,91.07,96.26,94.45,86.17,82.04,47.86,34.13,9.61,4.77,34.51,63.71,103.75,122.93,132.41,131.89,125.02,116.95,111.79,
04/22/23,87.46,70.19,106.15,97.02,95.9,93.02,91.3,96,99.82,103.93,102.28,92.05,76.72,52.99,33.24,17.28,11.38,35.59,77.58,95,112.97,135.21,138.66,127,106.7,101.35,
04/21/23,107.05,99.75,100.99,93.35,98.05,97.55,95.04,100.98,123.07,137,137.95,118,102.54,84.26,77.62,74.77,73.46,73.14,76.91,104.68,128.46,145.24,153.53,133.7,133.2,105.75,
04/20/23,113.67,109.96,100.19,94.35,96.76,94.98,97.18,102.78,127.97,144.48,144.73,130.29,108.03,96.94,94.23,89.61,88.74,87.1,92.09,103.76,128.99,155.04,168.13,144.32,130.02,107.42,
04/19/23,120.71,128.31,104.07,97.54,99.92,98.95,101.33,105.87,130,140.15,144.06,140.11,130.95,126.35,113.7,111.33,113.5,123.02,129.45,130.13,133.93,143.17,145.2,122.82,109.9,101.66,
04/18/23,113.79,114.31,105.31,102.07,101.1,101.29,100.55,101.27,127,140.27,154.88,133.99,106.21,109.47,110.63,105.36,99.71,107.87,108.05,96.87,108.21,130.46,135.65,126.5,114.69,103.48,
04/17/23,118.37,113.97,114.75,111.14,108.96,94.56,110,108.6,137.5,178.7,159.13,124.65,131.49,97.74,100,99.71,96.29,95.31,96.43,100.99,122.33,143.61,142.78,134.25,122.82,109.16,
04/16/23,110.29,107.07,111.55,103.49,102.68,101.09,102.63,103.5,103.5,103.37,110.43,114.68,111.04,107.83,104.05,98.16,95.88,95.36,97.17,102.15,115.21,132.88,140,135,129.97,125.35,
04/15/23,107.04,98.51,123.9,112,114.38,108,105.14,103.55,105.56,104.85,106.21,101.95,98.56,93.82,87.2,85.98,85.47,81.44,97.25,98.81,112.66,132.79,134.51,127.8,127.71,119.3,
04/14/23,126.46,123.02,118.09,112.8,116.54,112.8,113.14,127.4,144.74,170.78,168.21,150.64,127.97,115.85,103.86,101.31,102,103.49,99.95,116.84,138.16,147.91,151.69,139.16,131.4,120.29,
04/13/23,123,127.1,97.23,85.09,83.53,72.86,83.32,101.82,142.52,148.82,150.56,139.5,129.26,106.62,106.57,109.61,111.35,117.05,114.21,128.08,141.54,170.83,180.22,159.95,139.23,132.19,
04/12/23,111.12,115.65,97.59,86.21,80.59,78.66,80.15,99.71,133.88,144.81,136.41,131.99,120,111.56,100.86,97.36,97.62,97.07,100.34,110.01,132.46,152.13,144.8,125.32,109.3,97.95,
04/11/23,102.03,123.4,51.75,2.87,1.79,1.09,6.16,80.35,124.46,150.91,153.99,144.86,121.94,121.21,112.09,109.29,99.78,105.87,107.9,110.57,130.8,162.46,165.38,141.39,130.8,111,
04/10/23,67.6,39.99,98.21,81.85,78.14,71.9,70,72.96,80,83.78,75.98,57.83,27.75,33.46,15.52,2.19,4.48,3.73,6.54,21.9,102.64,127.89,137.55,132.38,128.68,107.09,
04/09/23,105.05,90.06,127.99,117.86,119.83,117.99,118.24,117.86,120,118.9,122.98,112.21,100,87,81.96,60.01,55,56,74,86.35,115.2,129.97,133.46,126.39,115,106.94,
04/08/23,119.94,116.42,124.42,114.05,114.52,110.75,110.78,112.16,115.1,129.35,133.7,130.05,118.26,106.9,100.72,97.15,93.22,93.66,100.07,107.2,137.5,178.55,151.2,137.31,134.9,126.98,
04/07/23,118.71,119.63,105.96,102.52,102.37,102.91,104.05,108.33,110.73,123.63,126.49,126.34,122.91,120.94,111.03,106.11,105.97,111.77,113.11,118.03,131.07,141.75,144.44,137.92,137.54,133.14,
04/06/23,127.71,125.06,135.54,124.12,120,115.33,114.85,124.91,142.51,161.63,154.1,129.81,119.03,124.49,109.19,107.19,111.85,114.93,109.87,123.45,140,156.85,155.56,132.98,124.7,112.11,
04/05/23,138.92,135.19,119.41,110.92,115.79,114.81,115.85,125.18,163.27,200.68,177.45,141.21,123.22,118.92,113.41,113.52,113.56,112.97,117.79,134.7,155.97,199.56,190.47,164.98,151.39,139.13,
04/04/23,130.43,127.95,110.85,111.2,111.1,111.2,111.2,121.91,142.1,174.83,165.27,141.8,120.17,112.02,110.31,107.94,107.31,108.71,112.73,122,147.1,180,177.32,154.45,140.57,128.22,
04/03/23,113.16,105.39,100.69,101.65,100.75,97.75,100.43,110.07,138.1,166.88,154.62,125.73,106.73,92.98,82.97,78.43,70.06,78.91,82,100.35,133.77,158.11,152.6,138.61,130.46,113.12,
04/02/23,68.25,55.22,71.07,61.79,58.51,60.46,58.51,60.46,58.72,70.08,75.55,66.09,52.86,54,49.99,28.44,15.23,16.76,31.62,41.74,100.41,130,131.29,120.96,114.15,109.29,
04/01/23,58.07,55.46,82.19,63.9,53.84,40.02,37.32,37.19,36.78,53.15,62.4,62.4,50.61,47.2,41.53,39.56,34.1,36.67,42.04,54.18,89.11,105.68,98.63,77.79,80.29,67.05,
03/31/23,101.12,118.1,65.13,64.9,57.1,48.62,63.02,73.48,108.99,135.12,141.58,135.22,129.92,126.97,111.16,112.99,106.26,98.05,106.63,98.48,121.43,128.47,127.86,98.83,86.73,80,
03/30/23,104.37,110.46,89.71,87.19,83.08,78.77,83.81,86.22,110.84,132.36,129.3,110,90.66,87.6,88.58,89.6,111.63,116.91,125,118.06,124.96,133.27,127.94,103.28,105.25,90.76,
03/29/23,116.79,124.75,97.78,95.12,97.52,98.95,98.22,99.2,117.04,144.13,152,144.17,130.25,118.12,111.04,105.6,101.55,104.94,109.17,125.79,142.25,152.12,138.47,114.92,109.9,94.8,
03/28/23,109.24,103.07,92.7,92.32,91.69,91.5,94.88,101.95,129.05,158.36,133.1,96.58,78.49,66,91.5,91.5,91.5,88.68,93,108.59,136.87,160.98,160.7,133.02,127.14,111.59,
03/27/23,98.29,90.88,96,93.39,87.48,83.99,84.9,93.92,115,142.99,156.22,127.13,101.84,86.03,80.36,58.89,48.81,58.41,57.92,77.88,103.14,133.87,137.09,121.8,112,99.83,
03/26/23,67.63,65.85,45.98,40.97,43.01,43.74,43.7,63.49,73.09,52.4,73.69,70.04,68.08,40,43.77,48.24,44.02,48.35,77.09,106.65,117.86,112.59,104.63,99.42,94.64,,
03/25/23,28.72,25.94,48.29,26.27,11.4,4.45,5.66,9.9,12.47,45.61,25.99,14.7,14.11,9.67,3.92,0.93,3.11,3.07,15.81,57.29,77.86,84.79,67.1,53.35,49.81,43.67,
03/24/23,85.56,85.4,81.63,76.43,77.28,75.4,77.99,92.39,108.21,114.37,98.1,79.49,60.71,63.05,79.23,73,77.76,86.03,82.88,97.6,110.75,116.23,100.66,83.13,76.2,64.9,
03/23/23,105.61,103.43,97.01,96.77,93.76,92.67,101.64,119.92,125.1,128.89,116.03,92.45,80.7,82.5,82.88,82.53,87.81,91.63,113.14,127.68,138.9,144.88,125.71,111.94,110,90.08,
03/22/23,107.78,107.34,100.87,96.47,90.4,90.06,97,108.85,123.1,124.99,122.86,107.46,88.9,88.39,90.01,89.01,90.16,100.03,109.29,123.34,137.3,141.3,130.74,114.88,110.79,110.41,
03/21/23,121.12,122.37,120.79,112.28,111.56,108.65,110,118.21,132.61,147.23,145.6,130.58,116.08,110.48,107.46,105.74,105.01,106.18,125.92,124.69,141.02,149.62,136.79,123.62,116.27,100.55,
03/20/23,125.83,126.21,124,114.94,113.06,110.18,110.25,116.4,135.77,148.43,148.51,137.56,122.75,115.79,105.31,101.67,104.1,107.06,116.47,138.44,151.35,165.47,152.36,135.49,127.5,117.04,
03/19/23,111.81,110.1,110.03,106,99.6,99.18,98.74,103.36,100,102.45,101.44,102.26,99.01,98.06,96.8,94.04,95.01,98.67,106.09,131.95,145,152.91,144.71,135.27,132.9,130,
03/18/23,109.35,107.82,107.74,100.35,97.16,95,96.18,99.8,103.5,105.43,99.68,101.65,96.1,90.7,84.06,80.42,87.52,92.08,104.43,130.74,156.95,169.54,144.15,132.92,129.95,118.46,
03/17/23,100.54,111.42,68.44,61,56.9,63.79,65.72,81.59,106.72,116.91,108.75,110.19,126.67,110.58,88,87.8,93.25,99.03,109.54,127.6,137.59,138.07,131.55,112.17,107.64,103.37,
03/16/23,110.47,110.88,117.39,107.6,103.8,100,98.07,103.85,130.08,142.35,138.03,117.12,103.2,91.83,87.11,82.94,86.88,91.47,113.77,138.46,140.67,139.07,126.32,111.13,97.52,82.5,
03/15/23,134.85,134.73,112.13,110.15,108.24,120.51,120.67,139.69,155.34,167.82,153.71,130.61,155.34,109.81,102.62,99.84,102.24,107.49,122.64,150.8,182.3,199.32,170.69,147.36,139.35,127.63,
03/14/23,90.14,106.39,9.57,4.9,4.82,4.43,7.32,59.79,125.58,136.99,129.3,100,75.74,61.36,79.75,66.46,85.98,94.84,128.5,138.84,150.26,165.63,150.79,136.5,129.75,116.19,
03/13/23,101.52,119.84,78.33,61.88,36.36,44.15,80.23,131.39,153.75,154.95,139.01,124.02,96.3,87.53,84.83,98.38,115.1,125.37,148.43,138.36,140.6,140.12,117.92,80.61,35.45,23.32,
03/12/23,97.57,92.21,125.64,105.34,102.34,94.89,96.6,96.22,95.93,94.3,91.08,87.78,88.93,85.24,79.36,68.83,70,74.9,85.05,105.08,129.23,141.04,129.97,108.54,95.89,89.46,
03/11/23,102.57,101.44,82.35,82.51,83.95,88.59,92.63,100.2,110.95,115.88,117.74,104.15,97.1,85.71,83.85,57.19,61.53,83.4,102.59,130.63,148.42,145.02,132.49,119.96,122.49,112.3,
03/10/23,117.34,127.95,102.89,100.68,99.06,98.84,99.09,105,119.81,137.6,140.91,136.61,131.89,125.1,115.5,110.44,114.33,117.81,121.32,135.64,143.1,142.77,115.92,105.17,103.77,93.02,
03/09/23,128.18,134.22,113.66,111.39,111.02,109.38,111.22,113.02,137.5,151.93,159.54,148.27,138.16,127.6,118.68,113.39,112.43,120.82,127.67,142.2,151.86,149.98,143.26,129.7,123.82,109.7,
03/08/23,139.23,151.06,117.97,115.19,113.8,111,111,118.23,140.68,158.53,173.1,162.77,151.87,144.22,137.25,135.93,134.58,139.38,143.88,152.84,166.89,170.02,153.77,138.19,131.42,119,
03/07/23,138.06,143.03,122.9,119.1,113.43,112.65,119.1,132.72,149.61,189.62,194.15,155.22,139.5,130.41,119.79,119.1,119.31,136.82,138.3,149.35,166.27,148.1,152.95,142.05,125.01,117.9,
03/06/23,152.61,166.09,140.78,130.84,127.81,125.61,126.73,138.7,159.8,185,217.09,186.15,170.25,160.84,146.95,142.73,141.58,147.16,152.63,161.6,184.55,181.59,154.36,137.16,126.63,116.11,
03/05/23,127.04,127.9,116.2,111.99,112.16,112.59,113.51,114.25,113.9,115.67,115.18,115.49,115.35,115.67,113.38,111.25,112.45,118.34,134.52,145.14,166.29,171.69,164.42,155.38,146.4,137.63,
03/04/23,122.48,123.1,123.28,112.11,108.31,111.53,111.56,112.98,119.46,144.11,139.2,134.48,110.69,111.9,107.14,98.32,100.2,106.35,115.45,140,155.22,158.2,147.46,129.02,125.67,116.88,
